epoch,train_loss,iou,dice,f1,epoch_time,throughput
156,0.4053,0.7829,0.8779,0.8779,39.2823,2.2911
157,0.4018,0.8042,0.8912,0.8912,38.3940,2.3441
158,0.4028,0.8067,0.8928,0.8928,39.0009,2.3076
159,0.4041,0.8063,0.8925,0.8925,38.7832,2.3206
160,0.3983,0.8095,0.8945,0.8945,40.1409,2.2421
161,0.4019,0.7976,0.8871,0.8871,41.1699,2.1861
162,0.3995,0.8006,0.8889,0.8889,41.5064,2.1683
163,0.3989,0.7966,0.8865,0.8865,41.3781,2.1751
164,0.3991,0.8106,0.8951,0.8951,39.5557,2.2753
165,0.4042,0.8022,0.8900,0.8900,38.0311,2.3665
166,0.3986,0.7879,0.8811,0.8811,37.2108,2.4187
167,0.4048,0.8011,0.8893,0.8893,39.4174,2.2833
168,0.4037,0.7953,0.8857,0.8857,39.6983,2.2671
169,0.4053,0.8037,0.8909,0.8909,40.1310,2.2427
170,0.3977,0.7984,0.8876,0.8876,39.1718,2.2976
171,0.3972,0.7948,0.8854,0.8854,39.8584,2.2580
172,0.4000,0.7967,0.8866,0.8866,39.6061,2.2724
173,0.3965,0.8057,0.8922,0.8922,39.7319,2.2652
174,0.3974,0.7964,0.8864,0.8864,38.5443,2.3350
175,0.3973,0.7997,0.8884,0.8884,39.4978,2.2786
176,0.4002,0.8031,0.8905,0.8905,39.5524,2.2755
177,0.3970,0.8069,0.8929,0.8929,39.6659,2.2690
178,0.3953,0.8047,0.8915,0.8915,39.7339,2.2651
179,0.3958,0.8034,0.8907,0.8907,40.3537,2.2303
180,0.3945,0.7914,0.8833,0.8833,41.3951,2.1742
181,0.3932,0.8020,0.8899,0.8899,40.3833,2.2286
182,0.3932,0.7953,0.8857,0.8857,41.0594,2.1919
183,0.3938,0.8160,0.8984,0.8984,41.0542,2.1922
184,0.3943,0.8023,0.8900,0.8900,41.6946,2.1586
185,0.3929,0.8058,0.8922,0.8922,42.4017,2.1226
186,0.3942,0.7926,0.8840,0.8840,41.4350,2.1721
187,0.3925,0.8057,0.8922,0.8922,42.0884,2.1384
188,0.3944,0.8037,0.8909,0.8909,42.0606,2.1398
189,0.3936,0.7964,0.8864,0.8864,43.4115,2.0732
190,0.3928,0.8033,0.8907,0.8907,43.1630,2.0851
191,0.3910,0.7969,0.8867,0.8867,41.9319,2.1463
192,0.3906,0.8058,0.8922,0.8922,41.2485,2.1819
193,0.3904,0.8057,0.8921,0.8921,40.9820,2.1961
194,0.3917,0.7985,0.8877,0.8877,39.1398,2.2994
195,0.3911,0.7987,0.8878,0.8878,40.5982,2.2168
196,0.3892,0.8066,0.8927,0.8927,40.8235,2.2046
197,0.3914,0.8056,0.8921,0.8921,40.9179,2.1995
198,0.3901,0.8186,0.9001,0.9001,40.4681,2.2240
199,0.3914,0.8053,0.8919,0.8919,40.1725,2.2403
200,0.3907,0.8085,0.8939,0.8939,39.2915,2.2906
